year,region_clean,causa_nombre,defunciones
2012,Libertador General Bernardo O'Higgins,Genitourinary diseases,147
2012,Libertador General Bernardo O'Higgins,Infectious diseases,108
2012,Libertador General Bernardo O'Higgins,Mental disorders,120
2012,Libertador General Bernardo O'Higgins,Nervous system,176
2012,Libertador General Bernardo O'Higgins,Perinatal conditions,44
2012,Libertador General Bernardo O'Higgins,Respiratory diseases,617
2012,Libertador General Bernardo O'Higgins,Symptoms (unclassified),185
2012,Libertador General Bernardo O'Higgins,Tumors (Cancer),1265
2012,Los Lagos,Circulatory diseases,1322
2012,Los Lagos,Congenital malformations,56
2012,Los Lagos,Digestive diseases,383
2012,Los Lagos,Endocrine/Metabolic,255
2012,Los Lagos,Genitourinary diseases,142
2012,Los Lagos,Infectious diseases,115
2012,Los Lagos,Mental disorders,109
2012,Los Lagos,Nervous system,150
2012,Los Lagos,Perinatal conditions,51
2012,Los Lagos,Respiratory diseases,477
2012,Los Lagos,Symptoms (unclassified),161
2012,Los Lagos,Tumors (Cancer),1297
2012,Los Ríos,Circulatory diseases,657
2012,Los Ríos,Congenital malformations,14
2012,Los Ríos,Digestive diseases,180
2012,Los Ríos,Endocrine/Metabolic,79
2012,Los Ríos,Genitourinary diseases,83
2012,Los Ríos,Infectious diseases,74
2012,Los Ríos,Mental disorders,65
2012,Los Ríos,Nervous system,80
2012,Los Ríos,Perinatal conditions,20
2012,Los Ríos,Respiratory diseases,306
2012,Los Ríos,Symptoms (unclassified),174
2012,Los Ríos,Tumors (Cancer),674
2012,Magallanes y de la Antártica Chilena,Circulatory diseases,317
2012,Magallanes y de la Antártica Chilena,Congenital malformations,7
2012,Magallanes y de la Antártica Chilena,Digestive diseases,79
2012,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,38
2012,Magallanes y de la Antártica Chilena,Genitourinary diseases,26
2012,Magallanes y de la Antártica Chilena,Infectious diseases,13
2012,Magallanes y de la Antártica Chilena,Mental disorders,17
2012,Magallanes y de la Antártica Chilena,Nervous system,38
2012,Magallanes y de la Antártica Chilena,Perinatal conditions,9
2012,Magallanes y de la Antártica Chilena,Respiratory diseases,85
2012,Magallanes y de la Antártica Chilena,Symptoms (unclassified),21
2012,Magallanes y de la Antártica Chilena,Tumors (Cancer),260
2012,Maule,Circulatory diseases,1807
2012,Maule,Congenital malformations,56
2012,Maule,Digestive diseases,438
2012,Maule,Endocrine/Metabolic,314
2012,Maule,Genitourinary diseases,172
2012,Maule,Infectious diseases,107
2012,Maule,Mental disorders,129
2012,Maule,Nervous system,190
2012,Maule,Perinatal conditions,41
2012,Maule,Respiratory diseases,742
2012,Maule,Symptoms (unclassified),97
2012,Maule,Tumors (Cancer),1628
2012,Región Metropolitana de Santiago,Circulatory diseases,10338
2012,Región Metropolitana de Santiago,Congenital malformations,388
2012,Región Metropolitana de Santiago,Digestive diseases,2793
2012,Región Metropolitana de Santiago,Endocrine/Metabolic,1985
2012,Región Metropolitana de Santiago,Genitourinary diseases,849
2012,Región Metropolitana de Santiago,Infectious diseases,799
2012,Región Metropolitana de Santiago,Mental disorders,1241
2012,Región Metropolitana de Santiago,Nervous system,1506
2012,Región Metropolitana de Santiago,Perinatal conditions,291
2012,Región Metropolitana de Santiago,Respiratory diseases,3848
2012,Región Metropolitana de Santiago,Symptoms (unclassified),651
2012,Región Metropolitana de Santiago,Tumors (Cancer),9737
2012,Tarapacá,Circulatory diseases,325
2012,Tarapacá,Congenital malformations,15
2012,Tarapacá,Digestive diseases,103
2012,Tarapacá,Endocrine/Metabolic,65
2012,Tarapacá,Genitourinary diseases,37
2012,Tarapacá,Infectious diseases,42
2012,Tarapacá,Mental disorders,44
2012,Tarapacá,Nervous system,51
2012,Tarapacá,Perinatal conditions,18
2012,Tarapacá,Respiratory diseases,91
2012,Tarapacá,Symptoms (unclassified),60
2012,Tarapacá,Tumors (Cancer),336
2012,Valparaíso,Circulatory diseases,3573
2012,Valparaíso,Congenital malformations,97
2012,Valparaíso,Digestive diseases,831
2012,Valparaíso,Endocrine/Metabolic,577
2012,Valparaíso,Genitourinary diseases,399
2012,Valparaíso,Infectious diseases,230
2012,Valparaíso,Mental disorders,272
2012,Valparaíso,Nervous system,412
2012,Valparaíso,Perinatal conditions,80
2012,Valparaíso,Respiratory diseases,1142
2012,Valparaíso,Symptoms (unclassified),248
2012,Valparaíso,Tumors (Cancer),3025
2012,Ñuble,Circulatory diseases,866
2012,Ñuble,Congenital malformations,24
2012,Ñuble,Digestive diseases,249
2012,Ñuble,Endocrine/Metabolic,140
2012,Ñuble,Genitourinary diseases,66
2012,Ñuble,Infectious diseases,69
2012,Ñuble,Mental disorders,58
2012,Ñuble,Nervous system,95
2012,Ñuble,Perinatal conditions,23
2012,Ñuble,Respiratory diseases,375
2012,Ñuble,Symptoms (unclassified),77
2012,Ñuble,Tumors (Cancer),838
2013,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,122
2013,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,5
2013,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,44
2013,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,11
2013,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,14
2013,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,11
2013,Aisén del General Carlos Ibáñez del Campo,Mental disorders,8
2013,Aisén del General Carlos Ibáñez del Campo,Nervous system,18
2013,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,2
2013,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,53
2013,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),14
2013,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),123
2013,Antofagasta,Circulatory diseases,720
2013,Antofagasta,Congenital malformations,32
2013,Antofagasta,Digestive diseases,222
2013,Antofagasta,Endocrine/Metabolic,143
2013,Antofagasta,Genitourinary diseases,99
2013,Antofagasta,Infectious diseases,69
2013,Antofagasta,Mental disorders,66
2013,Antofagasta,Nervous system,86
2013,Antofagasta,Perinatal conditions,30
2013,Antofagasta,Respiratory diseases,284
2013,Antofagasta,Symptoms (unclassified),64
2013,Antofagasta,Tumors (Cancer),792
2013,Arica y Parinacota,Circulatory diseases,273
2013,Arica y Parinacota,Congenital malformations,19
2013,Arica y Parinacota,Digestive diseases,98
2013,Arica y Parinacota,Endocrine/Metabolic,72
2013,Arica y Parinacota,Genitourinary diseases,47
2013,Arica y Parinacota,Infectious diseases,56
2013,Arica y Parinacota,Mental disorders,17
2013,Arica y Parinacota,Nervous system,37
2013,Arica y Parinacota,Perinatal conditions,13
2013,Arica y Parinacota,Respiratory diseases,128
2013,Arica y Parinacota,Symptoms (unclassified),34
2013,Arica y Parinacota,Tumors (Cancer),337
2013,Atacama,Circulatory diseases,391
2013,Atacama,Congenital malformations,26
2013,Atacama,Digestive diseases,99
2013,Atacama,Endocrine/Metabolic,74
2013,Atacama,Genitourinary diseases,36
2013,Atacama,Infectious diseases,35
2013,Atacama,Mental disorders,19
2013,Atacama,Nervous system,49
2013,Atacama,Perinatal conditions,16
2013,Atacama,Respiratory diseases,140
2013,Atacama,Symptoms (unclassified),38
2013,Atacama,Tumors (Cancer),380
2013,Bío-Bío,Circulatory diseases,2503
2013,Bío-Bío,Congenital malformations,79
2013,Bío-Bío,Digestive diseases,743
2013,Bío-Bío,Endocrine/Metabolic,385
2013,Bío-Bío,Genitourinary diseases,260
2013,Bío-Bío,Infectious diseases,259
2013,Bío-Bío,Mental disorders,141
2013,Bío-Bío,Nervous system,351
2013,Bío-Bío,Perinatal conditions,81
2013,Bío-Bío,Respiratory diseases,903
2013,Bío-Bío,Symptoms (unclassified),164
2013,Bío-Bío,Tumors (Cancer),2555
2013,Coquimbo,Circulatory diseases,1097
2013,Coquimbo,Congenital malformations,58
2013,Coquimbo,Digestive diseases,299
2013,Coquimbo,Endocrine/Metabolic,176
2013,Coquimbo,Genitourinary diseases,124
2013,Coquimbo,Infectious diseases,134
2013,Coquimbo,Mental disorders,50
2013,Coquimbo,Nervous system,153
2013,Coquimbo,Perinatal conditions,32
2013,Coquimbo,Respiratory diseases,429
2013,Coquimbo,Symptoms (unclassified),138
2013,Coquimbo,Tumors (Cancer),1084
2013,La Araucanía,Circulatory diseases,1594
2013,La Araucanía,Congenital malformations,45
2013,La Araucanía,Digestive diseases,416
2013,La Araucanía,Endocrine/Metabolic,253
2013,La Araucanía,Genitourinary diseases,172
2013,La Araucanía,Infectious diseases,148
2013,La Araucanía,Mental disorders,121
2013,La Araucanía,Nervous system,239
2013,La Araucanía,Perinatal conditions,43
2013,La Araucanía,Respiratory diseases,667
2013,La Araucanía,Symptoms (unclassified),299
2013,La Araucanía,Tumors (Cancer),1620
2013,Libertador General Bernardo O'Higgins,Circulatory diseases,1399
2013,Libertador General Bernardo O'Higgins,Congenital malformations,61
2013,Libertador General Bernardo O'Higgins,Digestive diseases,414
2013,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,233
2013,Libertador General Bernardo O'Higgins,Genitourinary diseases,187
2013,Libertador General Bernardo O'Higgins,Infectious diseases,117
2013,Libertador General Bernardo O'Higgins,Mental disorders,104
2013,Libertador General Bernardo O'Higgins,Nervous system,170
2013,Libertador General Bernardo O'Higgins,Perinatal conditions,25
2013,Libertador General Bernardo O'Higgins,Respiratory diseases,576
2013,Libertador General Bernardo O'Higgins,Symptoms (unclassified),144
2013,Libertador General Bernardo O'Higgins,Tumors (Cancer),1268
2013,Los Lagos,Circulatory diseases,1325
2013,Los Lagos,Congenital malformations,42
2013,Los Lagos,Digestive diseases,422
2013,Los Lagos,Endocrine/Metabolic,223
2013,Los Lagos,Genitourinary diseases,145
2013,Los Lagos,Infectious diseases,123
2013,Los Lagos,Mental disorders,92
2013,Los Lagos,Nervous system,185
2013,Los Lagos,Perinatal conditions,37
2013,Los Lagos,Respiratory diseases,503
2013,Los Lagos,Symptoms (unclassified),143
2013,Los Lagos,Tumors (Cancer),1305
2013,Los Ríos,Circulatory diseases,695
2013,Los Ríos,Congenital malformations,27
2013,Los Ríos,Digestive diseases,173
2013,Los Ríos,Endocrine/Metabolic,106
2013,Los Ríos,Genitourinary diseases,71
2013,Los Ríos,Infectious diseases,66
2013,Los Ríos,Mental disorders,54
2013,Los Ríos,Nervous system,72
2013,Los Ríos,Perinatal conditions,11
2013,Los Ríos,Respiratory diseases,264
2013,Los Ríos,Symptoms (unclassified),107
2013,Los Ríos,Tumors (Cancer),613
2013,Magallanes y de la Antártica Chilena,Circulatory diseases,291
2013,Magallanes y de la Antártica Chilena,Congenital malformations,8
2013,Magallanes y de la Antártica Chilena,Digestive diseases,88
2013,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,36
2013,Magallanes y de la Antártica Chilena,Genitourinary diseases,24
2013,Magallanes y de la Antártica Chilena,Infectious diseases,14
2013,Magallanes y de la Antártica Chilena,Mental disorders,17
2013,Magallanes y de la Antártica Chilena,Nervous system,37
2013,Magallanes y de la Antártica Chilena,Perinatal conditions,4
2013,Magallanes y de la Antártica Chilena,Respiratory diseases,65
2013,Magallanes y de la Antártica Chilena,Symptoms (unclassified),13
2013,Magallanes y de la Antártica Chilena,Tumors (Cancer),267
2013,Maule,Circulatory diseases,1760
2013,Maule,Congenital malformations,61
2013,Maule,Digestive diseases,383
2013,Maule,Endocrine/Metabolic,322
2013,Maule,Genitourinary diseases,188
2013,Maule,Infectious diseases,118
2013,Maule,Mental disorders,110
2013,Maule,Nervous system,187
2013,Maule,Perinatal conditions,42
2013,Maule,Respiratory diseases,782
2013,Maule,Symptoms (unclassified),148
2013,Maule,Tumors (Cancer),1700
2013,Región Metropolitana de Santiago,Circulatory diseases,10514
2013,Región Metropolitana de Santiago,Congenital malformations,360
2013,Región Metropolitana de Santiago,Digestive diseases,2752
2013,Región Metropolitana de Santiago,Endocrine/Metabolic,2046
2013,Región Metropolitana de Santiago,Genitourinary diseases,991
2013,Región Metropolitana de Santiago,Infectious diseases,916
2013,Región Metropolitana de Santiago,Mental disorders,952
2013,Región Metropolitana de Santiago,Nervous system,1542
2013,Región Metropolitana de Santiago,Perinatal conditions,324
2013,Región Metropolitana de Santiago,Respiratory diseases,3928
2013,Región Metropolitana de Santiago,Symptoms (unclassified),553
2013,Región Metropolitana de Santiago,Tumors (Cancer),9776
2013,Tarapacá,Circulatory diseases,367
2013,Tarapacá,Congenital malformations,20
2013,Tarapacá,Digestive diseases,121
2013,Tarapacá,Endocrine/Metabolic,73
2013,Tarapacá,Genitourinary diseases,43
2013,Tarapacá,Infectious diseases,46
2013,Tarapacá,Mental disorders,29
2013,Tarapacá,Nervous system,50
2013,Tarapacá,Perinatal conditions,12
2013,Tarapacá,Respiratory diseases,116
2013,Tarapacá,Symptoms (unclassified),45
2013,Tarapacá,Tumors (Cancer),369
2013,Valparaíso,Circulatory diseases,3617
2013,Valparaíso,Congenital malformations,76
2013,Valparaíso,Digestive diseases,833
2013,Valparaíso,Endocrine/Metabolic,571
2013,Valparaíso,Genitourinary diseases,402
2013,Valparaíso,Infectious diseases,294
2013,Valparaíso,Mental disorders,244
2013,Valparaíso,Nervous system,440
2013,Valparaíso,Perinatal conditions,71
2013,Valparaíso,Respiratory diseases,1122
2013,Valparaíso,Symptoms (unclassified),231
2013,Valparaíso,Tumors (Cancer),3083
2013,Ñuble,Circulatory diseases,991
2013,Ñuble,Congenital malformations,22
2013,Ñuble,Digestive diseases,242
2013,Ñuble,Endocrine/Metabolic,152
2013,Ñuble,Genitourinary diseases,80
2013,Ñuble,Infectious diseases,87
2013,Ñuble,Mental disorders,40
2013,Ñuble,Nervous system,90
2013,Ñuble,Perinatal conditions,23
2013,Ñuble,Respiratory diseases,309
2013,Ñuble,Symptoms (unclassified),58
2013,Ñuble,Tumors (Cancer),836
2014,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,131
2014,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,9
2014,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,41
2014,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,22
2014,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,12
2014,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,8
2014,Aisén del General Carlos Ibáñez del Campo,Mental disorders,8
2014,Aisén del General Carlos Ibáñez del Campo,Nervous system,6
2014,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,7
2014,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,51
2014,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),9
2014,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),122
2014,Antofagasta,Circulatory diseases,742
2014,Antofagasta,Congenital malformations,34
2014,Antofagasta,Digestive diseases,195
2014,Antofagasta,Endocrine/Metabolic,170
2014,Antofagasta,Genitourinary diseases,92
2014,Antofagasta,Infectious diseases,102
2014,Antofagasta,Mental disorders,65
2014,Antofagasta,Nervous system,101
2014,Antofagasta,Perinatal conditions,34
2014,Antofagasta,Respiratory diseases,264
2014,Antofagasta,Symptoms (unclassified),105
2014,Antofagasta,Tumors (Cancer),862
2014,Arica y Parinacota,Circulatory diseases,246
2014,Arica y Parinacota,Congenital malformations,9
2014,Arica y Parinacota,Digestive diseases,92
2014,Arica y Parinacota,Endocrine/Metabolic,70
2014,Arica y Parinacota,Genitourinary diseases,44
2014,Arica y Parinacota,Infectious diseases,45
2014,Arica y Parinacota,Mental disorders,17
2014,Arica y Parinacota,Nervous system,38
2014,Arica y Parinacota,Perinatal conditions,9
2014,Arica y Parinacota,Respiratory diseases,103
2014,Arica y Parinacota,Symptoms (unclassified),44
2014,Arica y Parinacota,Tumors (Cancer),363
2014,Atacama,Circulatory diseases,409
2014,Atacama,Congenital malformations,21
2014,Atacama,Digestive diseases,100
2014,Atacama,Endocrine/Metabolic,77
2014,Atacama,Genitourinary diseases,35
2014,Atacama,Infectious diseases,47
2014,Atacama,Mental disorders,19
2014,Atacama,Nervous system,50
2014,Atacama,Perinatal conditions,18
2014,Atacama,Respiratory diseases,140
2014,Atacama,Symptoms (unclassified),53
2014,Atacama,Tumors (Cancer),371
2014,Bío-Bío,Circulatory diseases,2528
2014,Bío-Bío,Congenital malformations,83
2014,Bío-Bío,Digestive diseases,782
2014,Bío-Bío,Endocrine/Metabolic,448
2014,Bío-Bío,Genitourinary diseases,270
2014,Bío-Bío,Infectious diseases,281
2014,Bío-Bío,Mental disorders,118
2014,Bío-Bío,Nervous system,329
2014,Bío-Bío,Perinatal conditions,75
2014,Bío-Bío,Respiratory diseases,899
2014,Bío-Bío,Symptoms (unclassified),184
2014,Bío-Bío,Tumors (Cancer),2576
2014,Coquimbo,Circulatory diseases,1107
2014,Coquimbo,Congenital malformations,40
2014,Coquimbo,Digestive diseases,248
2014,Coquimbo,Endocrine/Metabolic,209
2014,Coquimbo,Genitourinary diseases,115
2014,Coquimbo,Infectious diseases,138
2014,Coquimbo,Mental disorders,45
2014,Coquimbo,Nervous system,150
2014,Coquimbo,Perinatal conditions,45
2014,Coquimbo,Respiratory diseases,363
2014,Coquimbo,Symptoms (unclassified),167
2014,Coquimbo,Tumors (Cancer),1181
2014,La Araucanía,Circulatory diseases,1582
2014,La Araucanía,Congenital malformations,61
2014,La Araucanía,Digestive diseases,425
2014,La Araucanía,Endocrine/Metabolic,262
2014,La Araucanía,Genitourinary diseases,184
2014,La Araucanía,Infectious diseases,137
2014,La Araucanía,Mental disorders,105
2014,La Araucanía,Nervous system,198
2014,La Araucanía,Perinatal conditions,66
2014,La Araucanía,Respiratory diseases,625
2014,La Araucanía,Symptoms (unclassified),315
2014,La Araucanía,Tumors (Cancer),1562
2014,Libertador General Bernardo O'Higgins,Circulatory diseases,1422
2014,Libertador General Bernardo O'Higgins,Congenital malformations,57
2014,Libertador General Bernardo O'Higgins,Digestive diseases,437
2014,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,251
2014,Libertador General Bernardo O'Higgins,Genitourinary diseases,146
2014,Libertador General Bernardo O'Higgins,Infectious diseases,139
2014,Libertador General Bernardo O'Higgins,Mental disorders,84
2014,Libertador General Bernardo O'Higgins,Nervous system,176
2014,Libertador General Bernardo O'Higgins,Perinatal conditions,41
2014,Libertador General Bernardo O'Higgins,Respiratory diseases,555
2014,Libertador General Bernardo O'Higgins,Symptoms (unclassified),157
2014,Libertador General Bernardo O'Higgins,Tumors (Cancer),1384
2014,Los Lagos,Circulatory diseases,1220
2014,Los Lagos,Congenital malformations,55
2014,Los Lagos,Digestive diseases,455
2014,Los Lagos,Endocrine/Metabolic,227
2014,Los Lagos,Genitourinary diseases,147
2014,Los Lagos,Infectious diseases,126
2014,Los Lagos,Mental disorders,78
2014,Los Lagos,Nervous system,189
2014,Los Lagos,Perinatal conditions,36
2014,Los Lagos,Respiratory diseases,548
2014,Los Lagos,Symptoms (unclassified),149
2014,Los Lagos,Tumors (Cancer),1302
2014,Los Ríos,Circulatory diseases,698
2014,Los Ríos,Congenital malformations,18
2014,Los Ríos,Digestive diseases,178
2014,Los Ríos,Endocrine/Metabolic,116
2014,Los Ríos,Genitourinary diseases,85
2014,Los Ríos,Infectious diseases,66
2014,Los Ríos,Mental disorders,47
2014,Los Ríos,Nervous system,96
2014,Los Ríos,Perinatal conditions,15
2014,Los Ríos,Respiratory diseases,265
2014,Los Ríos,Symptoms (unclassified),91
2014,Los Ríos,Tumors (Cancer),666
2014,Magallanes y de la Antártica Chilena,Circulatory diseases,303
2014,Magallanes y de la Antártica Chilena,Congenital malformations,9
2014,Magallanes y de la Antártica Chilena,Digestive diseases,85
2014,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,43
2014,Magallanes y de la Antártica Chilena,Genitourinary diseases,53
2014,Magallanes y de la Antártica Chilena,Infectious diseases,24
2014,Magallanes y de la Antártica Chilena,Mental disorders,29
2014,Magallanes y de la Antártica Chilena,Nervous system,33
2014,Magallanes y de la Antártica Chilena,Perinatal conditions,10
2014,Magallanes y de la Antártica Chilena,Respiratory diseases,93
2014,Magallanes y de la Antártica Chilena,Symptoms (unclassified),16
2014,Magallanes y de la Antártica Chilena,Tumors (Cancer),301
2014,Maule,Circulatory diseases,1755
2014,Maule,Congenital malformations,68
2014,Maule,Digestive diseases,431
2014,Maule,Endocrine/Metabolic,264
2014,Maule,Genitourinary diseases,190
2014,Maule,Infectious diseases,115
2014,Maule,Mental disorders,89
2014,Maule,Nervous system,182
2014,Maule,Perinatal conditions,56
2014,Maule,Respiratory diseases,705
2014,Maule,Symptoms (unclassified),130
2014,Maule,Tumors (Cancer),1627
2014,Región Metropolitana de Santiago,Circulatory diseases,11039
2014,Región Metropolitana de Santiago,Congenital malformations,390
2014,Región Metropolitana de Santiago,Digestive diseases,2821
2014,Región Metropolitana de Santiago,Endocrine/Metabolic,2190
2014,Región Metropolitana de Santiago,Genitourinary diseases,1122
2014,Región Metropolitana de Santiago,Infectious diseases,942
2014,Región Metropolitana de Santiago,Mental disorders,834
2014,Región Metropolitana de Santiago,Nervous system,1474
2014,Región Metropolitana de Santiago,Perinatal conditions,341
2014,Región Metropolitana de Santiago,Respiratory diseases,4193
2014,Región Metropolitana de Santiago,Symptoms (unclassified),711
2014,Región Metropolitana de Santiago,Tumors (Cancer),9828
2014,Tarapacá,Circulatory diseases,385
2014,Tarapacá,Congenital malformations,10
2014,Tarapacá,Digestive diseases,105
2014,Tarapacá,Endocrine/Metabolic,75
2014,Tarapacá,Genitourinary diseases,30
2014,Tarapacá,Infectious diseases,47
2014,Tarapacá,Mental disorders,23
2014,Tarapacá,Nervous system,51
2014,Tarapacá,Perinatal conditions,21
2014,Tarapacá,Respiratory diseases,116
2014,Tarapacá,Symptoms (unclassified),50
2014,Tarapacá,Tumors (Cancer),375
2014,Valparaíso,Circulatory diseases,3525
2014,Valparaíso,Congenital malformations,92
2014,Valparaíso,Digestive diseases,789
2014,Valparaíso,Endocrine/Metabolic,581
2014,Valparaíso,Genitourinary diseases,461
2014,Valparaíso,Infectious diseases,303
2014,Valparaíso,Mental disorders,227
2014,Valparaíso,Nervous system,433
2014,Valparaíso,Perinatal conditions,61
2014,Valparaíso,Respiratory diseases,1198
2014,Valparaíso,Symptoms (unclassified),376
2014,Valparaíso,Tumors (Cancer),3179
2014,Ñuble,Circulatory diseases,966
2014,Ñuble,Congenital malformations,26
2014,Ñuble,Digestive diseases,285
2014,Ñuble,Endocrine/Metabolic,183
2014,Ñuble,Genitourinary diseases,87
2014,Ñuble,Infectious diseases,79
2014,Ñuble,Mental disorders,48
2014,Ñuble,Nervous system,78
2014,Ñuble,Perinatal conditions,13
2014,Ñuble,Respiratory diseases,329
2014,Ñuble,Symptoms (unclassified),61
2014,Ñuble,Tumors (Cancer),843
2015,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,125
2015,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,6
2015,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,43
2015,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,15
2015,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,12
2015,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,9
2015,Aisén del General Carlos Ibáñez del Campo,Mental disorders,1
2015,Aisén del General Carlos Ibáñez del Campo,Nervous system,12
2015,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,4
2015,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,60
2015,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),10
2015,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),138
2015,Antofagasta,Circulatory diseases,730
2015,Antofagasta,Congenital malformations,32
2015,Antofagasta,Digestive diseases,193
2015,Antofagasta,Endocrine/Metabolic,197
2015,Antofagasta,Genitourinary diseases,107
2015,Antofagasta,Infectious diseases,79
2015,Antofagasta,Mental disorders,56
2015,Antofagasta,Nervous system,106
2015,Antofagasta,Perinatal conditions,42
2015,Antofagasta,Respiratory diseases,249
2015,Antofagasta,Symptoms (unclassified),62
2015,Antofagasta,Tumors (Cancer),907
2015,Arica y Parinacota,Circulatory diseases,242
2015,Arica y Parinacota,Congenital malformations,16
2015,Arica y Parinacota,Digestive diseases,101
2015,Arica y Parinacota,Endocrine/Metabolic,89
2015,Arica y Parinacota,Genitourinary diseases,62
2015,Arica y Parinacota,Infectious diseases,43
2015,Arica y Parinacota,Mental disorders,14
2015,Arica y Parinacota,Nervous system,47
2015,Arica y Parinacota,Perinatal conditions,14
2015,Arica y Parinacota,Respiratory diseases,115
2015,Arica y Parinacota,Symptoms (unclassified),32
2015,Arica y Parinacota,Tumors (Cancer),334
2015,Atacama,Circulatory diseases,399
2015,Atacama,Congenital malformations,17
2015,Atacama,Digestive diseases,92
2015,Atacama,Endocrine/Metabolic,77
2015,Atacama,Genitourinary diseases,45
2015,Atacama,Infectious diseases,48
2015,Atacama,Mental disorders,23
2015,Atacama,Nervous system,49
2015,Atacama,Perinatal conditions,16
2015,Atacama,Respiratory diseases,156
2015,Atacama,Symptoms (unclassified),52
2015,Atacama,Tumors (Cancer),412
2015,Bío-Bío,Circulatory diseases,2513
2015,Bío-Bío,Congenital malformations,71
2015,Bío-Bío,Digestive diseases,866
2015,Bío-Bío,Endocrine/Metabolic,517
2015,Bío-Bío,Genitourinary diseases,282
2015,Bío-Bío,Infectious diseases,248
2015,Bío-Bío,Mental disorders,135
2015,Bío-Bío,Nervous system,370
2015,Bío-Bío,Perinatal conditions,81
2015,Bío-Bío,Respiratory diseases,841
2015,Bío-Bío,Symptoms (unclassified),125
2015,Bío-Bío,Tumors (Cancer),2599
2015,Coquimbo,Circulatory diseases,1051
2015,Coquimbo,Congenital malformations,40
2015,Coquimbo,Digestive diseases,291
2015,Coquimbo,Endocrine/Metabolic,241
2015,Coquimbo,Genitourinary diseases,114
2015,Coquimbo,Infectious diseases,145
2015,Coquimbo,Mental disorders,54
2015,Coquimbo,Nervous system,144
2015,Coquimbo,Perinatal conditions,33
2015,Coquimbo,Respiratory diseases,380
2015,Coquimbo,Symptoms (unclassified),153
2015,Coquimbo,Tumors (Cancer),1168
2015,La Araucanía,Circulatory diseases,1622
2015,La Araucanía,Congenital malformations,60
2015,La Araucanía,Digestive diseases,469
2015,La Araucanía,Endocrine/Metabolic,354
2015,La Araucanía,Genitourinary diseases,177
2015,La Araucanía,Infectious diseases,149
2015,La Araucanía,Mental disorders,109
2015,La Araucanía,Nervous system,189
2015,La Araucanía,Perinatal conditions,56
2015,La Araucanía,Respiratory diseases,638
2015,La Araucanía,Symptoms (unclassified),280
2015,La Araucanía,Tumors (Cancer),1713
2015,Libertador General Bernardo O'Higgins,Circulatory diseases,1510
2015,Libertador General Bernardo O'Higgins,Congenital malformations,48
2015,Libertador General Bernardo O'Higgins,Digestive diseases,409
2015,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,295
2015,Libertador General Bernardo O'Higgins,Genitourinary diseases,158
2015,Libertador General Bernardo O'Higgins,Infectious diseases,117
2015,Libertador General Bernardo O'Higgins,Mental disorders,62
2015,Libertador General Bernardo O'Higgins,Nervous system,160
2015,Libertador General Bernardo O'Higgins,Perinatal conditions,32
2015,Libertador General Bernardo O'Higgins,Respiratory diseases,560
2015,Libertador General Bernardo O'Higgins,Symptoms (unclassified),154
2015,Libertador General Bernardo O'Higgins,Tumors (Cancer),1404
2015,Los Lagos,Circulatory diseases,1253
2015,Los Lagos,Congenital malformations,43
2015,Los Lagos,Digestive diseases,388
2015,Los Lagos,Endocrine/Metabolic,264
2015,Los Lagos,Genitourinary diseases,158
2015,Los Lagos,Infectious diseases,116
2015,Los Lagos,Mental disorders,83
2015,Los Lagos,Nervous system,210
2015,Los Lagos,Perinatal conditions,38
2015,Los Lagos,Respiratory diseases,512
